"title","name","credit_hours"
"ARAB 264","SECOND YEAR ARABIC II","3"
"ARAB 301","THIRD YEAR ARABIC I","3"
"ARAB 302","THIRD YEAR ARABIC II","3"
"ARAB 354","CRIT ANALYSIS OF MEDIA ARABIC","3"
"ARCH 105","ENVIRONMENT, CULTURE & SOCIETY","3"
"ARCH 207","TECHNOLOGY I","3"
"ARCH 225","INTRO ARCHITECTURAL THINKING","3"
"ARCH 305","ARCH FOR NON-ARCHITECTS","3"
"ARCH 309","TECHNOLOGY II","3"
"ARCH 311","HOUSTON ARCHITECTURE","3"
"ARCH 316","TECHNOLOGY IV","3"
"ARCH 345","FOUNDATIONS IN  ARCH I","3"
"ARCH 346","FOUNDATIONS IN ARCH II","3"
"ARCH 352","FOUNDATIONS IN ARCH III","3"
"ARTS 103","CREATIVE 2-D DESIGN","3"
"ARTS 165","BEGINNING SCULPTURE","3"
"ARTS 225","BEGINNING DRAWING","3"
"ARTS 230","COMICS AND SEQUENTIAL ART","3"
"ARTS 280","HISTORY & AESTHETICS OF FILM","4"
"ARTS 301","BEGINNING PAINTING","3"
"ARTS 311","BEGINNING PRINTMAKING","3"
"ARTS 327","DOCUMENTARY PRODUCTION","3"
"ARTS 328","FILMMAKING I","3"
"ARTS 432","FILM GENRE: THE WESTERN","3"
"ASIA 201","NONVIOLENCE: RELIGIOUS/SECULAR","3"
"ASIA 205","EAST ASIAN FOOD HISTORY","3"
"ASIA 210","JAPANESE POP CULTURE","3"
"ASIA 212","PERSPECTIVES ON MODERN ASIA","3"
"ASIA 213","TRANSNATIONAL ART AND CULTURE","3"
"ASIA 214","E ASIAN ART CULTURAL HERITAGE","3"
"ASIA 218","EAST/NORTHEAST ASIA FILM HIST","3"
"ASIA 219","MODERN JAPAN","3"
"ASIA 221","LIFE OF PROPHET MUHAMMAD","3"
"ASIA 222","WORLD AND SOUTH ASIA","3"
"ASIA 223","SOUTH ASIAN STUDIES","3"
"ASIA 224","A HISTORY OF THE SILK ROADS","3"
"ASIA 229","MODERN EAST ASIA","3"
"ASIA 232","RELIGIONS FROM INDIA","3"
"ASIA 236","BUDDHISM AND SCIENCE","3"
"ASIA 237","JAPANESE POETRY & PERFORMANCE","3"
"ASIA 242","CHINA’S FOREIGN RELATIONS","3"
"ASIA 243","PREMODERN CHINA","3"
"ASIA 244","KOREA AND EMPIRES","3"
"ASIA 251","SEX, MONEY, AND POWER","3"
"ASIA 260","ASIAN RELIGIOUS ENVIRONMENTS","3"
"ASIA 282","TRANSNATIONAL ASIAN FOOD","3"
"ASIA 295","INTRO TO TRANSNATIONAL ASIA","3"
"ASIA 301","THE JAIN WORLDVIEW","3"
"ASIA 302","ASIAN PHILOSOPHY IN CONTEXT","3"
"ASIA 305","ETHNOGRAPHY IN/OF HOUSTON ASIA","3"
"ASIA 322","INTRODUCTION TO BUDDHISM","3"
"ASIA 323","BUDDHIST & DAOIST ART & RITUAL","3"
"ASIA 332","FILM & MODERN CHINESE LIT","3"
"ASIA 335","CLASSICAL CHINESE NOVELS","3"
"ASIA 336","GENDER AND SOCIETY IN BUDDHISM","3"
"ASIA 337","S ASIAN RELIGIOUS LANDSCAPES","3"
"ASIA 339","CONSCIOUSNESS, INDIA, SCIENCE","3"
"ASIA 342","E ASIAN ORTHODOXIES & HERESIES","3"
"ASIA 353","EAST ASIAN DEMOCRACIES","3"
"ASIA 355","CINEMA AND THE CITY","3"
"ASIA 356","GENOMIC GOVERNANCE IN ASIA","3"
"ASIA 357","ALGORITHMIC CULTURES IN ASIA","3"
"ASIA 358","FILM AND SOCIETY IN SOUTH ASIA","3"
"ASIA 360","CHINA AND THE CHINESE DIASPORA","3"
"ASIA 371","HOW TO READ CHINESE PAINTING","3"
"ASIA 372","CHINESE ART AND THE WORLD","3"
"ASIA 378","CROSS-CULTURAL ASIAN MUSIC","3"
"ASIA 380","ASIAN AMERICAN HISTORY","3"
"ASIA 422","ORIGINAL BEAUTY OF CHINESE LIT","3"
"ASTR 101","STARS, GALAXIES & THE UNIVERSE","3"
"ASTR 102","EXPLORATN OF THE SOLAR SYSTEM","3"
"BIOE 322","FUND OF SYSTEMS PHYSIOLOGY","3"
"BIOS 122","BIOLOGY FOR VOTERS","3"
"BIOS 124","INTRO TO EEB","3"
"BIOS 201","INTRODUCTORY BIOLOGY I","3"
"BIOS 202","INTRODUCTORY BIOLOGY II","3"
"BIOS 280","SUSTAINABLE DEVELOPMENT","3"
"BIOS 329","ANIMAL DIVERSITY","3"
"BIOS 338","BIO DATA ANALYSIS","3"
"BIOS 341","CELL BIOLOGY","3"
"BIOS 344","MOLECULAR BIOLOGY & GENETICS","3"
"BIOS 368","MONSTER","3"
"BIOS 385","CELL & MOL MECH OF THE NEURON","3"
"BUSI 305","FINANCIAL ACCOUNTING","3"
"BUSI 310","LEADING IN ORGANIZATIONS","3"
"BUSI 343","FINANCIAL MANAGEMENT","3"
"BUSI 380","MARKETING","3"
"BUSI 390","STRATEGIC MANAGEMENT","3"
"BUSI 395","DATA ANALYTICS","4"
"BUSI 464","SOCIAL ENTREPRENEURSHIP","3"
"CEVE 302","SUSTAINABLE DESIGN","3"
"CEVE 313","RISK-BASED DEC UNDER UNCERT","3"
"CEVE 452","URBAN TRANSPORTATION SYSTEMS","3"
"CHBE 281","ENGRG SUSTAINABLE COMMUNITIES","3"
"CHEM 121","GENERAL CHEMISTRY I","3"
"CHEM 122","GENERAL CHEMISTRY II","3"
"CHEM 176","THE CHEMISTRY OF ART","3"
"CHEM 178","THE CHEMISTRY OF COOKING","3"
"CHEM 211","ORGANIC CHEMISTRY I","3"
"CHEM 219","ORGANIC CHEMISTRY I HONORS","3"
"CHEM 313","ORGANIC CHEMISTRY II","3"
"CHEM 320","ORGANIC CHEMISTRY II HONORS","3"
"CHIN 206","ACCEL CHIN - HERITAGE LEARNERS","3"
"CHIN 263","SECOND YEAR CHINESE I","3"
"CHIN 264","SECOND YEAR CHINESE II","3"
"CHIN 301","THIRD YEAR CHINESE I","3"
"CHIN 302","THIRD YEAR CHINESE II","3"
"CHIN 307","CHINESE SOCIETIES & CULTURES","3"
"CHIN 311","ACCEL INTERMEDIATE CHINESE I","3"
"CHIN 312","ACCEL INTERMEDIATE CHINESE II","3"
"CHIN 319","SPECIAL TOPICS: ADV CHINESE I","3"
"CHIN 332","FILM & MODERN CHINESE LIT","3"
"CHIN 335","CLASSICAL CHINESE NOVELS","3"
"CHIN 401","FOURTH YEAR CHINESE I","3"
"CHIN 402","FOURTH YEAR CHINESE II","3"
"CHIN 422","ORIGINAL BEAUTY OF CHINESE LIT","3"
"CLAS 102","INTRO TO HIST OF WESTERN ART I","3"
"CLAS 107","GREEK CIVILIZATION & LEGACY","3"
"CLAS 108","ROMAN CIVILIZATION &ITS LEGACY","3"
"CLAS 124","ANTIQUITY IN CHILDREN'S LIT","3"
"CLAS 208","THE FALL OF ROME","3"
"CLAS 209","A SURVEY OF LATIN POETRY","3"
"CLAS 210","HOMER AND VIRGIL","3"
"CLAS 218","GREEK ART AND ARCHAEOLOGY","3"
"CLAS 225","AUGUSTUS & 'GOLDEN AGE' ROME","3"
"CLAS 235","CLASSICAL MYTHOLOGY","3"
"CLAS 302","GREEK TRAGEDY","3"
"CLAS 303","SOCRATES","3"
"CLAS 336","INTRO TO INDO-EUROPEAN","3"
"CLIC 369","APPROACHES - INTERCULTURAL COM","3"
"CMOR 220","INTRO TO ENG COMPUTATION","3"
"CMOR 302","MATRIX ANALYSIS","3"
"CMOR 303","MATRIX ANALYSIS DATA SCIENCE","3"
"CMOR 304","DIFF EQUATIONS SCI & ENG","3"
"CMOR 360","INTRO TO O.R. AND OPTIMIZATION","3"
"CMST 201","HISTORY OF CINEMA AND MEDIA I","3"
"CMST 202","HISTORY OF CINEMA AND MEDIA II","3"
"CMST 203","INTRODUCTION TO FILM ANALYSIS","3"
"COMP 100","INTRO COMPUTING & INFO SYS","3"
"COMP 140","COMPUTATIONAL THINKING","4"
"COMP 160","INTRO TO GAME PROG IN PYTHON","4"
"COMP 180","PRINCIPLES OF COMPUTING","4"
"COMP 200","ELEMENTS OF COMPUTER SCIENCE","3"
"COMP 300","SOCIETY IN THE INFORMATION AGE","3"
"COMP 435","ELECTION SYSTEMS","3"
"DSCI 101","INTRO TO DATA SCIENCE","3"
"DSCI 301","STATISTICS FOR DATA SCIENCE","4"
"DSCI 305","DATA, ETHICS, AND SOCIETY","3"
"ECON 100","PRINCIPLES OF ECONOMICS","3"
"ECON 101","INTRODUCTION TO MICROECONOMICS","3"
"ECON 103","INTRODUCTION TO MACROECONOMICS","3"
"ECON 200","MICROECONOMICS","4"
"ECON 203","MACROECONOMICS","3"
"ECON 205","INTRODUCTION TO GAME THEORY","3"
"ECON 209","APPLIED ECONOMETRICS","4"
"ECON 210","BEHAVIORAL ECONOMICS","3"
"ECON 239","LAW AND ECONOMICS","3"
"ECON 260","MICROECONOMICS & PUBLIC POLICY","3"
"ECON 270","MACROECONOMICS & PUBLIC POLICY","3"
"ECON 275","INT MACRO & PUBLIC POLICY","3"
"ECON 307","PROBABILITY & STATISTICS","3"
"ECON 343","CORPORATE FINANCE","3"
"ECON 355","FINANCIAL MARKETS","3"
"ECON 365","WORLD ECONOMIC HISTORY","3"
"EDUC 301","PHIL,HIST,&SOC FOUNDTN OF EDUC","3"
"EDUC 325","ADOLESCENT LITERATURE","3"
"EEPS 101","THE EARTH","3"
"EEPS 102","HISTORY OF THE EARTH & LIFE","3"
"EEPS 106","INVESTIGATING EARTH'S SURFACE","3"
"EEPS 107","CLIMATE CHANGE&EXTREME WEATHER","3"
"EEPS 108","NATURAL DISASTERS","3"
"EEPS 109","OCEANOGRAPHY","3"
"EEPS 110","EARTH, ENVIRONMENT, & SOCIETY","3"
"EEPS 111","INHABITING PLANET EARTH","3"
"EEPS 115","THE PLANETS","3"
"EEPS 116","EARTH AND THE SOLAR SYSTEM","3"
"EEPS 220","INTRO TO EEPS COMPUTATION","3"
"EEPS 325","OCEANS, ATMOSPHERES & CLIMATE","4"
"EEPS 340","GLOBAL BIOGEOCHEMICAL CYCLES","3"
"ELEC 243","ELECTRONIC MEASUREMENT SYSTEMS","4"
"ENGI 302","SUSTAINABLE DESIGN","3"
"ENGL 100","INTRODUCTION TO LITERATURE","3"
"ENGL 101","WHAT IS A FACT?","3"
"ENGL 150","HOUSTON - OUT ON THE TOWN","3"
"ENGL 175","GLOBAL LITERATURES IN ENGLISH","3"
"ENGL 200","GATEWAYS TO LITERARY STUDY","3"
"ENGL 205","WRITERS ON WRITING","3"
"ENGL 210","BEGINNINGS: BRIT LIT TO 1800","3"
"ENGL 211","BRIT LIT ROMANTICISM TO 20TH C","3"
"ENGL 222","WORLD AND SOUTH ASIA","3"
"ENGL 230","INTRO TO LATINX LITERATURE","3"
"ENGL 250","HISTORY OF THE NOVEL","3"
"ENGL 251","READING POETRY	","3"
"ENGL 252","HOW TO READ TEXTS","3"
"ENGL 254","HISTORY OF LOVE","3"
"ENGL 260","WHAT IS AMERICAN LITERATURE","3"
"ENGL 262","DETECTIVES IN FILM & LIT","3"
"ENGL 263","LATINX LAB","3"
"ENGL 266","BLACK COMICS","3"
"ENGL 267","INTRO TO AFRICAN AMER LIT","3"
"ENGL 269","SCI FI AND THE ENVIRONMENT","3"
"ENGL 270","ASPECTS OF MODERN LITERATURE","3"
"ENGL 272","LITERATURE AND MEDICINE","3"
"ENGL 273","MEDICINE AND MEDIA","3"
"ENGL 274","HEAVEN AND HELL","3"
"ENGL 279","BLACK SCI-FI","3"
"ENGL 286","CLASSICAL & CONTEMPORARY FILM","3"
"ENGL 301","INTRO TO FICTION WRITING","3"
"ENGL 304","INTRO TO POETRY WRITING","3"
"ENGL 305","INTRO CREATIVE NONFICT WRITING","3"
"ENGL 316","CHAUCER","3"
"ENGL 317","ARTHURIAN LITERATURE","3"
"ENGL 320","SHAKESPEARE ON FILM","3"
"ENGL 321","SHAKESPEARE","3"
"ENGL 322","TOPICS IN SHAKESPEARE","3"
"ENGL 331","LITERATURE AND OTHER KNOWLEDGE","3"
"ENGL 332","LIT OF BRITISH ENLIGHTENMENT","3"
"ENGL 333","18TH CENTURY BRITISH FICTION","3"
"ENGL 337","GOTHIC AMERICAN LITERATURE","3"
"ENGL 338","BRITISH ROMANTICISM","3"
"ENGL 339","ROMANTICISM:RUINS RACE REVOLUT","3"
"ENGL 341","VICTORIAN LITERATURE & CULTURE","3"
"ENGL 342","VICTORIAN FICTION","3"
"ENGL 344","DICKENS","3"
"ENGL 346","THE MODERN NOVEL IN BRITAIN","3"
"ENGL 355","MODERN SHORT STORY","3"
"ENGL 357","ORIGINS OF THE POSTMODERN","3"
"ENGL 359","WRITING NEW ORLEANS","3"
"ENGL 360","AMER LIT BEFORE THE CIVIL WAR","3"
"ENGL 361","US LITERATURE CIVIL WAR TO WWI","3"
"ENGL 362","MODERN AMERICAN FICTION","3"
"ENGL 363","US NOVEL POST-WORLD WAR II","3"
"ENGL 365","AMERICAN POETRY 1960-PRESENT","3"
"ENGL 368","LITERATURE & THE ENVIRONMENT","3"
"ENGL 370","AFRICAN AMERICAN LITERATURE","3"
"ENGL 372","ASIAN AMERICAN LITERATURE","3"
"ENGL 373","SURVEY OF AMER FILM & CULTURE","3"
"ENGL 376","SE ASIAN LITERATURE IN ENGLISH","3"
"ENGL 379","THIRD WORLD LITERATURE","3"
"ENGL 380","CONTEMPORARY ANGLOPHONE LIT","3"
"ENGL 383","GLOBAL FICTIONS","3"
"ENGL 386","MEDICAL MEDIA ARTS LAB","4"
"ENGL 389","YOUTH STUDIES","3"
"ENGL 390","INTRODUCTION TO THEATRE","3"
"ENST 100","ENVIRONMENT, CULTURE & SOCIETY","3"
"ENST 201","CLIMATE CHANGE&EXTREME WEATHER","3"
"ENST 202","CULTURE ENERGY & ENVIRONMENT","3"
"ENST 205","RECKONING W/ THE ANTHROPOCENE","3"
"ENST 265","SCI FI AND THE ENVIRONMENT","3"
"ENST 281","ENGRG SUSTAINABLE COMMUNITIES","3"
"ENST 301","ENVIRONMENTAL JUSTICE","3"
"ENST 302","ENVIRON ISSUES: RICE IN FUTURE","3"
"ENST 312","JUSTICE IN THE FOOD SYSTEM","3"
"ENST 314","CULTURE/MEDIA OF ENVIRO HEALTH","3"
"ENST 316","ENVIRONMENTAL FILM","3"
"ENST 367","ENVIRONMENTAL SOCIOLOGY","3"
"ENST 368","LITERATURE & THE ENVIRONMENT","3"
"EURO 101","INTRO TO EURO LIT & CULTURE I","3"
"EURO 102","INTRO TO EURO LIT & CULTURE II","3"
"EURO 320","TELL-ALL CONTEMPORARY LIT","3"
"FILM 180","14 FILMS BEFORE YOU GRADUATE","4"
"FILM 215","MYSTIC CINEMA","3"
"FILM 218","EAST/NORTHEAST ASIA FILM HIST","3"
"FILM 275","COMICS AND SEQUENTIAL ART","3"
"FILM 280","HISTORY & AESTHETICS OF FILM","4"
"FILM 284","NONFICTION FILM","4"
"FILM 287","INTRO TO VIDEO AND INSTALL ART","3"
"FILM 324","ENVIRONMENTAL FILMMAKING","3"
"FILM 327","DOCUMENTARY PRODUCTION","3"
"FILM 328","FILMMAKING I","3"
"FILM 336","CINEMA AND THE CITY","3"
"FILM 339","TRENDS IN CUBAN CULTURE","3"
"FILM 373","SURVEY OF AMER FILM & CULTURE","3"
"FILM 381","MEDICAL MEDIA ARTS LAB","4"
"FILM 432","FILM GENRE: THE WESTERN","3"
"FILM 433","FILM GENRE: SCIENCE FICTION","4"
"FOTO 200","PHOTOGRAPHY IN THE COMMUNITY","3"
"FOTO 205","INTRODUCTION TO PHOTOGRAPHY","3"
"FOTO 206","PHOTOGRAPHY II","3"
"FOTO 210","BEGINNING DIGITAL PHOTOGRAPHY","3"
"FOTO 263","HISTORY OF PHOTOGRAPHY","3"
"FOTO 310","INTERMEDIATE DIGITAL PHOTO","3"
"FREN 263","SECOND YEAR FRENCH I","3"
"FREN 264","SECOND YEAR FRENCH II","3"
"FREN 302","WRITING WORKSHOP","3"
"FREN 305","LITERARY AND CULTURAL ANALYSIS","3"
"FREN 306","FRENCH SOCIETY & LANGUAGE USE","3"
"FREN 307","FRENCH CULTURAL IDENTITY I","3"
"FREN 308","BEAUTY AND THE BEAST(S)","3"
"FREN 311","PRE-REV FRENCH LIT","3"
"FREN 312","MAJ LIT WORKS POST-REV FRANCE","3"
"FREN 313","MAJ LITERARY WORKS & ARTIFACTS","3"
"FREN 321","INTRO FRENCH SOCIETY & CULTURE","3"
"FREN 324","FROM DECOLONI TO GLOBALIZATION","3"
"FREN 325","FRENCH THEORY, IN ENGLISH","3"
"FREN 337","SHAKESPEARE IN THE CARIBBEAN","3"
"FREN 340","GENDER AROUND THE WORLD","3"
"FREN 350","PARIS","3 OR 4"
"FREN 355","MODERN SHORT STORY","3"
"FREN 356","TRANSLATION AS INTERPRETATION","3"
"FREN 370","WOMEN IN TALES OF FANTASTIC","3"
"GERM 263","SECOND YEAR GERMAN I","3"
"GERM 264","SECOND YEAR GERMAN II","3"
"GERM 280","HISTORY OF CINEMA AND MEDIA I","3"
"GERM 301","THIRD YEAR GERMAN I","3"
"GERM 302","THIRD YEAR GERMAN II","3"
"GERM 307","FOLK & FAIRY TALE IN GERMAN","3"
"GERM 309","GERMAN POETRY","3"
"GERM 320","20TH CENTURY GERMAN THOUGHT","3"
"GERM 322","MARX, FREUD, EINSTEIN","3"
"GERM 324","BERLIN:RESIDENCE,METRO,CAPITAL","3"
"GERM 325","MODERN GERMAN WRITERS: KAFKA","3"
"GERM 326","GERMAN FAIRY TALE: OLD & NEW","3"
"GERM 327","GERMAN EXPRESSIONISM","3"
"GERM 333","NIETZSCHE","3"
"GERM 334","NATIONALISM AND CITIZENSHIP","3"
"GERM 335","GERMAN FILM (IN ENGLISH)","3"
"GERM 336","NATIONAL SOCIALISM AND FILM","3"
"GERM 337","VIENNA 1800 TO THE PRESENT","3"
"GERM 338","NEW GERM FILM: HITLER'S CINEMA","3"
"GERM 345","GERMAN HISTORY, 1890-1945","3"
"GERM 352","THE POLITICS OF THE FLESH","3"
"GERM 380","GERMAN HISTORY IN FILM","3"
"GLHT 201","INTRO TO GLOBAL HEALTH","3"
"GLHT 464","SOCIAL ENTREPRENEURSHIP","3"
"GREE 201","INTERMEDIATE GREEK I: PROSE","3"
"GREE 202","INTERMEDIATE GREEK","3"
"GREE 302","HOMER","3"
"GREE 306","ADVANCED GREEK: POETRY","3"
"GREE 307","ADVANCED GREEK: PROSE","3"
"HART 101","INTRO TO HIST OF WESTERN ART I","3"
"HART 102","INTRO HIST OF WESTERN ART II","3"
"HART 105","KEY MONUMENTS & ARTISTS","3"
"HART 115","MONUMENTS AND METHODS","3"
"HART 118","GLOBAL ARCHITECTURE HIST I","3"
"HART 125","GREAT ARTISTS AND FILMS","4"
"HART 180","14 FILMS BEFORE YOU GRADUATE","4"
"HART 201","ART AND ARCH OF ANCIENT ROME","3"
"HART 202","MODERN ART IN EUROPE,1900-1945","3"
"HART 203","GLOBAL MODERNISM","3"
"HART 204","BLACK ART IN AMERICA","3"
"HART 205","ART SINCE 1945","3"
"HART 209","BEGINNING DIGITAL PHOTOGRAPHY","3"
"HART 216","GREEK ART AND ARCHAEOLOGY","3"
"HART 220","INTRODUCTION TO MEDIEVAL ART","3"
"HART 221","INTRO TO ISLAMIC ART AND ARCH","3"
"HART 225","INTRO ARCHITECTURAL THINKING","3"
"HART 228","INTRO TO A HIST OF ARCHITECT","3"
"HART 241","ARTS OF RENAISSANCE EUROPE","3"
"HART 257","NINETEENTH-CENTURY ART","3"
"HART 263","HISTORY OF PHOTOGRAPHY","3"
"HART 265","ART/ POLITICS MOD LATIN AMER","3"
"HART 280","HISTORY & AESTHETICS OF FILM","4"
"HART 284","NONFICTION FILM","4"
"HART 286","CLASSICAL & CONTEMPORARY FILM","3"
"HART 304","TRENDS IN CUBAN CULTURE","3"
"HART 305","ART IN EUROPE, 1945-2000","3"
"HART 307","WOMEN IN ANCIENT ART","3"
"HART 318","AFRICAN DIASPORA STUDIES","3"
"HART 319","ARCHITECTURE ISLAMIC EMPIRES","3"
"HART 321","AMERICAN ART, 1800-1920","3"
"HART 323","BUDDHIST & DAOIST ART & RITUAL","3"
"HART 325","COFFEEHOUSE TEAHOUSE HISTORY","3"
"HART 328","EPIPHANIES","3"
"HART 330","EARLY MEDIEVAL ART","3"
"HART 332","ART OF THE COURTS","3"
"HART 336","CINEMA AND THE CITY","3"
"HART 339","AMERICAN ART: 1620-1800","3"
"HART 340","NORTHERN RENAISSANCE ART","3"
"HART 341","EARLY RENAISSANCE ART IN ITALY","3"
"HART 342","HIGH RENAISSN&MANNERISM ITALY","3"
"HART 343","MASTERS OF THE BAROQUE ERA","3"
"HART 345","FOUNDATIONS IN  ARCH I","3"
"HART 347","SEMINAR ON LOVE","3"
"HART 352","BLACK CONTEMPORARY ART","3"
"HART 354","AGE OF ROMANTICISM IN EUROPE","3"
"HART 358","IMPRESSIONISM/POST-IMP","3"
"HART 364","GENDER AND SEXUALITY IN FILM","3"
"HART 366","RADICAL BLACK THOUGHT IN ART","3"
"HART 367","ARCHITECTURES POWER RESISTANCE","3"
"HART 369","STATE OF THE ART","3"
"HART 371","HOW TO READ CHINESE PAINTING","3"
"HART 372","CHINESE ART AND THE WORLD","3"
"HART 374","ART OF THE FRENCH REVOLUTION","3"
"HART 377","MEDIEVAL MANUSCRIPTS","3"
"HART 380","SURVEY OF AMER FILM & CULTURE","3"
"HART 389","JUSTICE AND CINEMA","3"
"HART 434","SEEING SEX IN EUROPEAN ART","3"
"HIST 101","MODERN EUROPE, 1500-1789","3"
"HIST 102","DEMOCRACY-POWER-INDUSTRY-EUROP","3"
"HIST 108","WORLD HISTORY SINCE 1492","3"
"HIST 111","RACE IN EARLY AMERICA","3"
"HIST 112","MODERN PALESTINIAN HISTORY","3"
"HIST 117","EARLY AMERICA TO THE CIVIL WAR","3"
"HIST 118","UNITED STATES SINCE CIVIL WAR","3"
"HIST 120","MEDIEVAL CIVILIZATIONS","3"
"HIST 176","MEXICO: AN INTRODUCTION","3"
"HIST 188","THE ATLANTIC WORLD","3"
"HIST 200","ANCIENT EMPIRES","3"
"HIST 201","JUDAISM OF JESUS AND HILLEL","3"
"HIST 202","IMMIGRATION IN THE USA","3"
"HIST 204","THE IDEA OF AFRICA","3"
"HIST 205","MEDIEVAL MEDITERRANEAN WORLD","3"
"HIST 207","SPATIAL HISTORY HISTORICAL GIS","3"
"HIST 208","RACE AND MEDICINE IN AMERICA","3"
"HIST 210","REMEMBERING PAINFUL PASTS","3"
"HIST 211","MEDIEVAL VIOLENCE","3"
"HIST 212","CONTEMPORARY CHINA","3"
"HIST 213","AGE OF MUHAMMAD TO ARAB SPRING","3"
"HIST 214","THE HISTORY WARS","3"
"HIST 215","BLACKS IN THE AMERICAS","3"
"HIST 216","BLACK LIFE IN THE 19TH C. U.S.","3"
"HIST 217","HISTORY: THE WORKSHOP","3"
"HIST 218","EAST/NORTHEAST ASIA FILM HIST","3"
"HIST 219","MONGOL EMPIRE","3"
"HIST 220","MEXICO: 1910 TO PRESENT","3"
"HIST 221","US - LATIN AMERICAN RELATIONS","3"
"HIST 222","HISTORY OF EARLY AFRICA","3"
"HIST 223","HISTORY OF MODERN AFRICA","3"
"HIST 225","EUROPE SINCE 1945","3"
"HIST 226","MESOAMERICAN MEXICO","3"
"HIST 227","LATIN AM CULTURAL TRADITIONS","3"
"HIST 228","MODERN LATIN AMERICA","3"
"HIST 239","NATIVE AMERICAN HISTORY","3"
"HIST 243","HIST OF COMM TECHNOLOGIES","3"
"HIST 244","MUSEUMS IN WORLD HISTORY","3"
"HIST 246","AMERICAN CIVIL WAR ERA","3"
"HIST 250","MAPPING THE WORLD","3"
"HIST 251","BRAZIL: CONTINUITY & CHANGE","3"
"HIST 256","EUR POLITICS&SOCIETY,1890-1945","3"
"HIST 260","EARLY HISTORY OF SCIENCE","3"
"HIST 261","HISTORY OF MODERN SCIENCE","3"
"HIST 266","SLAVERY & THE FOUNDING FATHERS","3"
"HIST 268","MODERN SLAVERY AND TRAFFICKING","3"
"HIST 271","HISTORY OF SOUTH ASIA","3"
"HIST 275","MODERN MIDDLE EAST","3"
"HIST 278","MODERN ARAB HISTORY","3"
"HIST 281","GOLDEN AGE OF ISLAM","3"
"HIST 295","THE AMERICAN SOUTH","3"
"HIST 301","FIGHTING THE SLAVE TRADE","3"
"HIST 305","READING HISTORIES OF WORK","3"
"HIST 309","CHINESE INTELLECTUAL HISTORY","3"
"HIST 310","BODY IN GLOBAL HIST OF MED","3"
"HIST 311","SEX & GEN IN EUROPE, 1300-1700","3"
"HIST 312","ENVIRONMENT & HEALTH IN LAT AM","3"
"HIST 314","HISTORY OF AI","3"
"HIST 315","BLACKS IN THE AMERICAS","3"
"HIST 316","JEWS CHRISTIANS MEDIEVAL ISLAM","3"
"HIST 320","IMPERIAL PLEASURE GARDENS","3"
"HIST 321","US ENVIRONMENTAL HISTORY","3"
"HIST 323","ATLANTIC AFRICA","3"
"HIST 324","COEXISTENCE IN MEDIEVAL SPAIN","3"
"HIST 325","THE CENTURY OF THE GENE","3"
